GeoID,County,Area,Percentage_in_Poverty ,Poverty_Category_Code,Number_of_Cases,Population_Size,Percent,ACS_Population,White,Black,AIAN,Hispanic,ASIAN,Other,Percent_ACS_Population,Percent_White,Percent_Black,Percent_AIAN,Percent_Hispanic,Percent_Asian,Other_Percent
35005000300,Chaves,Roswell N.W.,0.24,4,297,"6,422",0.04624728,6510,2690,85,49,3302,322,62,49.28,41.32,1.31,0.75,50.72,4.95,0.96
35005000400,Chaves,Roswell S.E.,0.24,4,201,"4,721",0.04257573,4608,1557,54,5,2946,0,46,36.07,33.79,1.17,0.11,63.93,0,1
35005000500,Chaves,Roswell S.E.,0.3,5,115,"2,023",0.05684627,2020,638,45,7,1324,0,6,34.46,31.58,2.23,0.35,65.54,0,0.3
35005000600,Chaves,Roswell S.E.,0.37,5,335,"4,930",0.06795132,4432,703,138,30,3539,0,22,20.15,15.86,3.11,0.68,79.85,0,0.5
35005000700,Chaves,Roswell S.E.,0.18,3,278,"4,392",0.0632969,4553,1594,32,13,2774,14,126,39.07,35.01,0.7,0.29,60.93,0.31,2.76
35005000800,Chaves,Roswell N.W.,0.16,3,294,"5,686",0.05170594,6021,1819,229,0,3869,0,104,35.74,30.21,3.8,0,64.26,0,1.73
35005000900,Chaves,Roswell N.W.,0.13,3,154,"2,723",0.05655527,3091,1531,0,53,1507,0,0,51.25,49.53,0,1.71,48.75,0,0
35005001001,Chaves,Roswell N.W.,0.08,2,225,"4,710",0.0477707,5652,3375,14,7,2033,16,207,64.03,59.71,0.25,0.12,35.97,0.28,3.66
35005001002,Chaves,Roswell N.W.,0.13,3,153,"4,186",0.03655041,4735,2970,12,3,1749,1,0,63.06,62.72,0.25,0.06,36.94,0.02,0
35005001101,Chaves,,0.34,5,263,"6,136",0.0428618,5558,1409,57,245,3769,18,60,32.19,25.35,1.03,4.41,67.81,0.32,1.08
35005001102,Chaves,,0.17,3,123,"3,864",0.0318323,3789,2443,0,53,1281,0,12,66.19,64.48,0,1.4,33.81,0,0.32
35005001200,Chaves,,0.26,4,66,"1,604",0.04114713,1608,903,3,8,663,0,31,58.77,56.16,0.19,0.5,41.23,0,1.93
35005001300,Chaves,,0.18,3,371,"2,999",0.1237079,3169,772,43,39,2303,9,3,27.33,24.36,1.36,1.23,72.67,0.28,0.09
35005001400,Chaves,,0.16,3,87,"2,787",0.03121636,2516,882,5,12,1617,0,0,35.73,35.06,0.2,0.48,64.27,0,0
35006941500,Cibola,,0.22,4,128,"2,991",0.04279505,2784,25,26,2599,113,0,21,95.94,0.9,0.93,93.35,4.06,0,0.76
35006945800,Cibola,N/A,0.43,6,95,"2,097",0.04530281,2182,215,8,1874,46,5,34,97.89,9.85,0.37,85.88,2.11,0.23,1.55
35006946100,Cibola,,0.27,4,171,"4,086",0.04185022,3976,37,0,3718,135,10,76,96.6,0.93,0,93.51,3.4,0.25,1.91
35006974201,Cibola,N/A,0.38,5,254,"5,251",0.04837174,5169,1237,83,1087,2616,29,117,49.39,23.93,1.61,21.03,50.61,0.56,2.26
35006974202,Cibola,,0.21,4,67,"2,949",0.02271957,2805,846,21,598,1201,6,133,57.18,30.16,0.75,21.32,42.82,0.21,4.74
35006974400,Cibola,,0.22,4,74,"3,269",0.02263689,4644,1078,26,294,3189,20,37,31.33,23.21,0.56,6.33,68.67,0.43,0.8
35006974700,Cibola,,0.19,3,531,"6,460",0.08219814,5418,1848,86,361,3019,15,89,44.28,34.11,1.59,6.66,55.72,0.28,1.64
35007950500,Colfax/Union,,0.19,3,24,"3,889",0.00617125,3689,1591,0,6,1952,0,140,47.09,43.13,0,0.16,52.91,0,3.8
35007950600,Colfax,,0.3,5,26,"3,220",0.00807453,3464,1450,3,63,1939,9,0,44.02,41.86,0.09,1.82,55.98,0.26,0
35007950700,Colfax/Union,,0.23,4,39,"5,038",0.00774117,5200,2736,57,46,2214,33,114,57.42,52.62,1.1,0.88,42.58,0.63,2.19
35009000100,Curry,Clovis West,0.38,5,310,"5,105",0.06072478,5056,718,439,48,3518,58,275,30.42,14.2,8.68,0.95,69.58,1.15,5.44
35009000201,Curry,Clovis West,0.2,4,266,"4,223",0.0629884,4723,1948,467,3,2011,124,170,57.42,41.24,9.89,0.06,42.58,2.63,3.6
35009000202,Curry,Clovis West,0.27,4,224,"4,388",0.05104831,3877,1284,156,7,2278,57,95,41.24,33.12,4.02,0.18,58.76,1.47,2.45
35009000301,Curry,Clovis East,0.2,4,335,"6,379",0.05251607,6537,3136,673,2,2610,0,116,60.07,47.97,10.3,0.03,39.93,0,1.77
35009000303,Curry,Clovis East,0.16,3,165,"3,656",0.04513129,4444,2475,224,36,1578,89,42,64.49,55.69,5.04,0.81,35.51,2,0.95
35009000304,Curry,Clovis East,0.06,2,208,"6,499",0.03200492,6004,4261,116,31,1335,185,76,77.76,70.97,1.93,0.52,22.24,3.08,1.26
35009000400,Curry,Clovis East,0.42,6,231,"4,874",0.04739434,4142,1351,115,51,2491,48,86,39.86,32.62,2.78,1.23,60.14,1.16,2.08
35009000500,Curry,Clovis West,0.31,5,135,"2,407",0.05608642,2357,533,72,100,1632,12,8,30.76,22.61,3.05,4.24,69.24,0.51,0.33
35009000601,Bernalillo,Indian School Pennsylvania,0.14,3,23,"1,278",0.01799687,1082,871,0,62,145,0,4,86.6,80.5,0,5.73,13.4,0,0.37
35009000602,Roosevelt County/Curry County,,0.06,2,147,"4,477",0.03283449,5350,4039,39,118,939,113,102,82.45,75.5,0.73,2.21,17.55,2.11,1.91
35009000603,Roosevelt/Curry,,0.22,4,217,"4,223",0.05138527,4104,2008,101,0,1937,13,45,52.8,48.93,2.46,0,47.2,0.32,1.1
35009000900,Military Bases,,0.07,2,56,"2,520",0.02222222,2523,1560,248,0,398,81,236,84.23,61.83,9.83,0,15.77,3.21,9.36
35011960100,Quay/DeBaca/Harding,,0.17,3,24,"1,805",0.0132964,2060,1072,33,0,949,0,6,53.93,52.04,1.6,0,46.07,0,0.29
35013000102,Dona Ana,Northwest Las Cruces,0.22,4,98,"4,082",0.02400784,4158,1247,47,14,2826,0,24,32.03,29.99,1.13,0.34,67.97,0,0.58
35013000103,Dona Ana,Northwest Las Cruces,0.38,5,134,"5,050",0.02653465,4873,1052,54,221,3537,0,9,27.42,21.59,1.11,4.54,72.58,0,0.18
35013000104,Dona Ana,Northwest Las Cruces,0.16,3,141,"4,969",0.02837593,5001,1671,7,9,3263,38,13,34.75,33.41,0.14,0.18,65.25,0.76,0.26
35013000201,Dona Ana,,0.26,4,377,"5,914",0.06374704,5257,1101,107,61,3912,47,29,25.58,20.94,2.04,1.16,74.42,0.89,0.55
35013000202,Dona Ana,Northwest Las Cruces,0.22,4,276,"6,198",0.04453049,5845,1698,59,66,3992,0,30,31.7,29.05,1.01,1.13,68.3,0,0.51
35013000300,Dona Ana,Central Las Cruces,0.2,4,96,"3,802",0.02524987,3451,1194,195,51,1958,15,38,43.26,34.6,5.65,1.48,56.74,0.43,1.1
35013000401,Dona Ana,Central Las Cruces,0.31,5,138,"3,126",0.04414587,2710,438,0,41,2202,29,0,18.75,16.16,0,1.51,81.25,1.07,0
35013000402,Dona Ana,Central Las Cruces,0.28,4,251,"5,871",0.04275251,4935,1300,34,0,3588,0,13,27.29,26.34,0.69,0,72.71,0,0.26
35013000500,Dona Ana,Central Las Cruces,0.28,4,73,"2,973",0.02455432,2200,644,0,18,1487,0,51,32.41,29.27,0,0.82,67.59,0,2.32
35013000600,Dona Ana,Central Las Cruces,0.4,5,114,"2,880",0.03958333,2531,376,62,13,2025,33,22,19.99,14.86,2.45,0.51,80.01,1.3,0.87
35013000700,Dona Ana,University District,0.35,5,205,"6,390",0.03208138,5784,1264,146,0,4185,40,149,27.65,21.85,2.52,0,72.35,0.69,2.58
35013000800,Dona Ana,University District,0.3,4,123,"3,551",0.03463813,3624,904,335,23,2132,182,48,41.17,24.94,9.24,0.63,58.83,5.02,1.33
35013000900,Dona Ana,University District,0.5,6,200,"7,212",0.02773156,6962,1557,372,198,4438,283,114,36.25,22.36,5.34,2.84,63.75,4.06,1.64
35013001000,Dona Ana,University District,0.64,6,41,"4,369",0.0093843,3121,1132,159,111,1596,62,61,48.86,36.27,5.09,3.56,51.14,1.99,1.95
35013001102,Dona Ana,Mesilla Picacho Mesilla Park,0.13,3,57,"2,890",0.01972318,3122,986,0,5,2014,43,74,35.49,31.58,0,0.16,64.51,1.38,2.37
35013001103,Dona Ana,Mesilla Picacho Mesilla Park,0.18,3,99,"4,189",0.02363333,4260,1436,9,0,2748,67,0,35.49,33.71,0.21,0,64.51,1.57,0
35013001104,Dona Ana,Mesilla Picacho Mesilla Park,0.39,5,206,"5,084",0.04051928,5586,1277,0,78,4209,0,22,24.65,22.86,0,1.4,75.35,0,0.39
35013001201,Dona Ana,Sonoma Butterfield Moongate,0.18,3,519,"15,505",0.03347307,17497,7926,1083,66,7691,284,447,56.04,45.3,6.19,0.38,43.96,1.62,2.55
35013001203,Dona Ana,Las Alturas Talavera,0.28,4,130,"4,516",0.02878654,4850,2224,25,40,2336,111,114,51.84,45.86,0.52,0.82,48.16,2.29,2.35
35013001204,Dona Ana,Las Alturas Talavera,0.08,2,71,"3,870",0.01834625,4352,2882,53,0,1222,93,102,71.92,66.22,1.22,0,28.08,2.14,2.35
35013001205,Dona Ana,Las Alturas Talavera,0.13,3,128,"4,510",0.02838138,4530,2547,107,6,1336,399,135,70.51,56.23,2.36,0.13,29.49,8.81,2.98
35013001303,Dona Ana,Dona Ana Fort Selden,0.24,4,287,"7,347",0.03906356,7599,3042,64,6,4435,52,0,41.64,40.03,0.84,0.08,58.36,0.68,0
35013001304,Dona Ana,Sonoma Butterfield Moongate,0.3,5,304,"8,124",0.03741999,7985,1825,119,73,5907,37,24,26.02,22.86,1.49,0.91,73.98,0.46,0.3
35013001305,Dona Ana,Sonoma Butterfield Moongate,0.25,4,151,"5,287",0.02856062,5059,1566,25,0,3468,0,0,31.45,30.95,0.49,0,68.55,0,0
35013001306,Dona Ana,Dona Ana Fort Selden,0.17,3,420,"10,372",0.04049364,12799,5149,51,21,6986,160,432,45.42,40.23,0.4,0.16,54.58,1.25,3.38
35013001307,Dona Ana,Dona Ana Fort Selden,0.16,3,264,"6,610",0.03993949,6107,2249,47,16,3668,39,88,39.94,36.83,0.77,0.26,60.06,0.64,1.44
35013001400,Dona Ana,Hatch and Surrounding Area,0.41,6,431,"5,977",0.07210975,5042,857,8,8,4169,0,0,17.31,17,0.16,0.16,82.69,0,0
35013001500,Dona Ana,Hatch and Surrounding Area,0.06,2,253,"6,163",0.04105144,6496,3166,40,178,2967,27,118,54.33,48.74,0.62,2.74,45.67,0.42,1.82
35013001600,Dona Ana,South Valley,0.17,3,125,"2,993",0.04176412,2725,399,0,0,2286,13,27,16.11,14.64,0,0,83.89,0.48,0.99
35013001701,Dona Ana,,0.29,4,538,"6,137",0.08766498,9096,1698,44,34,7275,45,0,20.02,18.67,0.48,0.37,79.98,0.49,0
35013001702,Dona Ana,South Valley,0.21,4,72,"1,747",0.04121351,1566,336,0,0,1216,14,0,22.35,21.46,0,0,77.65,0.89,0
35013001703,Dona Ana,South Valley,0.24,4,94,"3,117",0.0301572,3037,540,0,0,2497,0,0,17.78,17.78,0,0,82.22,0,0
35013001705,Dona Ana,Sunland Park,0.38,5,259,"3,348",0.07735962,2932,47,9,0,2876,0,0,1.91,1.6,0.31,0,98.09,0,0
35013001706,Dona Ana,Sunland Park,0.45,6,337,"3,933",0.08568523,4537,29,0,15,4493,0,0,0.97,0.64,0,0.33,99.03,0,0
35013001707,Dona Ana,Sunland Park,0.37,5,506,"6,092",0.08305975,5733,61,0,0,5672,0,0,1.06,1.06,0,0,98.94,0,0
35013001801,Dona Ana,South Valley,0.27,4,328,"7,020",0.04672365,5375,1085,0,84,4172,0,34,22.38,20.19,0,1.56,77.62,0,0.63
35013001802,Dona Ana,Anthony Berino Chaparral,0.42,6,371,"6,743",0.05502002,6890,271,23,17,6579,0,0,4.51,3.93,0.33,0.25,95.49,0,0
35013001804,Dona Ana,Anthony Berino Chaparral,0.37,5,316,"7,256",0.04355017,6946,1440,0,0,5417,0,89,22.01,20.73,0,0,77.99,0,1.28
35013001805,Dona Ana,Anthony Berino Chaparral,0.43,6,278,"4,127",0.06736128,3524,64,0,0,3460,0,0,1.82,1.82,0,0,98.18,0,0
35013001806,Dona Ana,Anthony Berino Chaparral,0.47,6,444,"6,220",0.07138264,6104,40,0,0,6004,60,0,1.64,0.66,0,0,98.36,0.98,0
35013001900,Military Bases,,0.02,1,5,"1,840",0.00271739,1137,503,314,0,241,37,42,78.8,44.24,27.62,0,21.2,3.25,3.69
35015000100,Eddy,Carlsbad,0.27,4,78,"1,866",0.04180064,1734,753,45,3,926,0,7,46.6,43.43,2.6,0.17,53.4,0,0.4
35015000200,Eddy,Carlsbad,0.09,2,191,"4,772",0.04002515,5886,3651,30,52,2026,89,38,65.58,62.03,0.51,0.88,34.42,1.51,0.65
35015000300,Eddy,Carlsbad,0.08,2,216,"6,119",0.03529989,6468,3527,43,20,2769,67,42,57.19,54.53,0.66,0.31,42.81,1.04,0.65
35015000401,Eddy,Carlsbad,0.1,2,125,"3,771",0.03314771,3394,1924,0,63,1407,0,0,58.54,56.69,0,1.86,41.46,0,0
35015000402,Eddy,Carlsbad,0.26,4,231,"4,876",0.0473749,3956,1648,53,29,2201,0,25,44.36,41.66,1.34,0.73,55.64,0,0.63
35015000500,Eddy,Carlsbad,0.23,4,146,"3,539",0.04125459,3235,1044,172,0,1995,0,24,38.33,32.27,5.32,0,61.67,0,0.74
35015000600,Eddy,Carlsbad,0.12,3,287,"5,854",0.04902631,6204,3118,100,4,2678,51,253,56.83,50.26,1.61,0.06,43.17,0.82,4.08
35015000700,Eddy,,0.08,2,163,"5,573",0.02924816,5915,2606,174,106,3008,0,21,49.15,44.06,2.94,1.79,50.85,0,0.35
35015000800,Eddy,,0.16,3,92,"2,400",0.03833333,1964,617,0,129,1203,0,15,38.75,31.42,0,6.57,61.25,0,0.76
35015000900,Eddy,,0.12,3,119,"5,288",0.02250378,5155,2776,62,89,2186,18,24,57.59,53.85,1.2,1.73,42.41,0.35,0.47
35015001000,Eddy,,0.24,4,297,"7,039",0.04219349,6992,2135,95,280,4482,0,0,35.9,30.53,1.36,4,64.1,0,0
35015001100,Eddy,,0.21,4,187,"7,064",0.02647225,6534,3518,47,0,2918,0,51,55.34,53.84,0.72,0,44.66,0,0.78
35017964100,Hidalgo/Grant,,0.15,3,11,"2,281",0.00482245,2309,1669,0,10,568,9,53,75.4,72.28,0,0.43,24.6,0.39,2.3
35017964200,Hidalgo/Grant,,0.1,2,8,"1,969",0.00406298,1685,1399,0,0,286,0,0,83.03,83.03,0,0,16.97,0,0
35017964300,Grant,Silver City,0.26,4,68,"6,454",0.0105361,6441,2735,9,158,3336,8,195,48.21,42.46,0.14,2.45,51.79,0.12,3.03
35017964400,Grant,Silver City,0.36,5,40,"4,046",0.00988631,4213,1534,9,30,2610,20,10,38.05,36.41,0.21,0.71,61.95,0.47,0.24
35017964500,Hidalgo/Grant,,0.23,4,35,"2,845",0.01230229,2945,779,122,52,1992,0,0,32.36,26.45,4.14,1.77,67.64,0,0
35017964600,Hidalgo/Grant,,0.23,4,23,"2,874",0.00800278,2972,755,17,46,2147,0,7,27.76,25.4,0.57,1.55,72.24,0,0.24
35017964700,Grant,Silver City,0.17,3,82,"5,481",0.01496077,5531,3248,0,219,2047,0,17,62.99,58.72,0,3.96,37.01,0,0.31
35017964800,Hidalgo/Grant,,0.11,3,18,"1,677",0.01073345,1965,796,0,10,1141,0,18,41.93,40.51,0,0.51,58.07,0,0.92
35019961600,Mora/Guadalupe/San Miguel East,,0.15,3,79,"4,381",0.01803241,4382,830,50,52,3434,0,16,21.63,18.94,1.14,1.19,78.37,0,0.37
35021000100,Quay/DeBaca/Harding,,0.18,3,8,698,0.01146132,459,283,0,0,171,0,5,62.75,61.66,0,0,37.25,0,1.1
35023970000,Hidalgo County/Grant County,,0.21,4,25,"1,909",0.01309586,1856,1385,13,7,447,0,4,75.92,74.62,0.7,0.38,24.08,0,0.22
35023970200,Hidalgo,"Hidalgo County/Grant County, Other",0.34,5,118,"2,406",0.04904406,2515,397,14,16,2088,0,0,16.98,15.79,0.56,0.64,83.02,0,0
35025000100,Lea,,0.21,4,168,"3,085",0.05445705,3461,584,95,17,2598,0,167,24.93,16.87,2.74,0.49,75.07,0,4.82
35025000200,Lea,Hobbs So.,0.24,4,179,"3,812",0.04695698,4091,1014,40,37,2798,0,202,31.61,24.79,0.98,0.9,68.39,0,4.94
35025000300,Lea,Hobbs So.,0.32,5,231,"4,316",0.05352178,3993,327,585,0,3070,0,11,23.12,8.19,14.65,0,76.88,0,0.28
35025000400,Lea,Hobbs So.,0.29,4,175,"3,771",0.04640679,3075,294,460,12,2309,0,0,24.91,9.56,14.96,0.39,75.09,0,0
35025000502,Lea,Hobbs No.,0.22,4,294,"6,865",0.04282593,7207,2899,402,40,3720,113,33,48.38,40.22,5.58,0.56,51.62,1.57,0.46
35025000503,Lea,Hobbs No.,0.08,2,187,"4,115",0.0454435,3663,1865,208,20,1462,28,80,60.09,50.91,5.68,0.55,39.91,0.76,2.18
35025000504,Lea,Hobbs No.,0.05,1,142,"3,956",0.03589484,3772,2349,172,111,946,0,194,74.92,62.27,4.56,2.94,25.08,0,5.15
35025000600,Lea,Hobbs No.,0.15,3,332,"6,955",0.04773544,7168,2702,247,3,4151,0,65,42.09,37.7,3.45,0.04,57.91,0,0.91
35025000701,Lea,,0.08,2,75,"1,688",0.04443128,1700,1024,8,0,642,12,14,62.24,60.24,0.47,0,37.76,0.71,0.82
35025000702,Lea,,0.12,3,269,"3,490",0.07707736,4140,1618,103,118,2288,2,11,44.73,39.08,2.49,2.85,55.27,0.05,0.27
35025000703,Lea,,0.08,2,86,"2,591",0.03319182,2597,1114,84,0,1330,0,69,48.79,42.9,3.23,0,51.21,0,2.66
35025000704,Lea,,0.05,2,141,"2,842",0.04961295,2978,1579,0,0,1357,0,42,54.43,53.02,0,0,45.57,0,1.41
35025000800,Lea,,0.19,3,76,"3,525",0.02156028,3412,1533,0,98,1781,0,0,47.8,44.93,0,2.87,52.2,0,0
35025000900,Lea,,0.16,3,41,"2,403",0.01706201,2115,792,0,10,1302,0,11,38.44,37.45,0,0.47,61.56,0,0.52
35025001003,Lea,,0.11,3,230,"4,681",0.0491348,4364,1367,37,0,2863,0,97,34.4,31.32,0.85,0,65.6,0,2.22
35025001004,Lea,,0.1,3,165,"3,969",0.04157218,4096,981,62,0,3053,0,0,25.46,23.95,1.51,0,74.54,0,0
35025001005,Lea,,0.25,4,130,"3,875",0.03354839,3626,812,31,19,2749,0,15,24.19,22.39,0.85,0.52,75.81,0,0.41
35025001100,Lea,,0.14,3,119,"4,893",0.02432046,4668,2457,9,12,2175,0,15,53.41,52.63,0.19,0.26,46.59,0,0.32
35027960200,Lincoln,,0.23,4,13,"1,688",0.00770142,1572,873,4,163,414,2,116,73.66,55.53,0.25,10.37,26.34,0.13,7.38
35027960300,Lincoln,,0.18,3,38,"2,801",0.01356658,2721,1840,24,25,755,0,77,72.25,67.62,0.88,0.92,27.75,0,2.83
35027960400,Lincoln,,0.18,3,212,"6,603",0.03210662,7101,4057,67,0,2851,0,126,59.85,57.13,0.94,0,40.15,0,1.77
35027960600,Lincoln,,0.12,3,218,"6,049",0.03603902,6154,4197,0,127,1683,89,58,72.65,68.2,0,2.06,27.35,1.45,0.94
35027960800,Lincoln,,0.17,3,44,"2,408",0.01827243,1934,1209,66,0,659,0,0,65.93,62.51,3.41,0,34.07,0,0
35028000100,Los Alamos,,0.05,1,20,"3,994",0.00500751,3620,2659,0,44,556,182,179,84.64,73.45,0,1.22,15.36,5.03,4.94
35028000200,Los Alamos,,0.06,2,24,"5,323",0.00450874,5377,3772,0,0,1183,226,196,78,70.15,0,0,22,4.2,3.65
35028000400,Los Alamos,,0.11,3,16,"3,481",0.00459638,3478,2276,36,30,544,505,87,84.36,65.44,1.04,0.86,15.64,14.52,2.5
35028000500,Los Alamos,,0.02,1,26,"6,011",0.0043254,5881,4534,0,99,953,83,212,83.8,77.1,0,1.68,16.2,1.41,3.6
35029000100,Luna,N/A,0.32,5,287,"5,255",0.05461465,5708,1739,32,0,3822,12,103,33.04,30.47,0.56,0,66.96,0.21,1.81
35029000200,Luna,,0.28,4,216,"4,240",0.0509434,4003,906,38,43,2910,106,0,27.3,22.63,0.95,1.07,72.7,2.65,0
35029000300,Luna,,0.28,4,127,"2,327",0.05457671,2268,728,13,25,1465,37,0,35.41,32.1,0.57,1.1,64.59,1.63,0
35029000400,Luna,,0.24,4,352,"5,804",0.06064783,4949,2233,0,56,2660,0,0,46.25,45.12,0,1.13,53.75,0,0
35029000500,Luna,N/A,0.35,5,177,"4,273",0.04142289,4351,1373,35,60,2814,13,56,35.33,31.56,0.8,1.38,64.67,0.3,1.29
35029000600,Luna,N/A,0.35,5,379,"2,736",0.13852339,2985,322,153,14,2493,0,3,16.48,10.79,5.13,0.47,83.52,0,0.1
35031940300,Mckinley,SW,0.3,5,591,"6,470",0.09134467,7792,18,0,7664,84,26,0,98.92,0.23,0,98.36,1.08,0.33,0
35031940500,Mckinley,SW,0.54,6,16,"1,414",0.01131542,1768,93,4,1549,41,47,34,97.68,5.26,0.23,87.61,2.32,2.66,1.92
35031943500,Mckinley,,0.3,4,359,"3,469",0.10348804,3830,150,11,3553,39,27,50,98.98,3.92,0.29,92.77,1.02,0.7,1.31
35031943600,McKinley,NW,0.45,6,508,"5,879",0.08640925,5748,31,22,5491,106,6,92,98.16,0.54,0.38,95.53,1.84,0.1,1.6
35031943700,Mckinley,NW,0.37,5,71,"3,799",0.01868913,4040,14,0,3931,78,2,15,98.07,0.35,0,97.3,1.93,0.05,0.37
35031943800,Mckinley,NW,0.42,6,351,"6,153",0.05704534,6011,79,10,5727,102,27,66,98.3,1.31,0.17,95.28,1.7,0.45,1.1
35031943901,Mckinley,SW,0.36,5,65,"4,849",0.01340483,4450,130,0,3901,260,4,155,94.16,2.92,0,87.66,5.84,0.09,3.48
35031943902,Mckinley,SW,0.42,6,270,"4,232",0.06379962,4150,132,4,3606,408,0,0,90.17,3.18,0.1,86.89,9.83,0,0
35031944000,McKinley,Other,0.41,6,45,"2,158",0.02085264,2224,18,0,2144,25,0,37,98.88,0.81,0,96.4,1.12,0,1.66
35031945200,Mckinley,Gallup,0.35,5,436,"6,533",0.0667381,6487,700,75,3115,2391,64,142,63.14,10.79,1.16,48.02,36.86,0.99,2.19
35031945300,Mckinley,Gallup,0.49,6,178,"3,164",0.0562579,2897,65,29,1498,1256,6,43,56.64,2.24,1,51.71,43.36,0.21,1.48
35031945400,Mckinley,,0.3,4,129,"3,245",0.03975347,2431,618,95,643,779,135,161,67.96,25.42,3.91,26.45,32.04,5.55,6.63
35031945500,Mckinley,,0.15,3,236,"5,684",0.04152006,6915,2570,143,1851,1852,262,237,73.22,37.17,2.07,26.77,26.78,3.79,3.43
35031945600,Mckinley,Gallup,0.3,5,363,"5,248",0.06916921,5477,904,10,2358,2093,100,12,61.79,16.51,0.18,43.05,38.21,1.83,0.22
35031945700,Mckinley,SW,0.42,6,119,"2,188",0.05438757,2364,175,11,2107,54,0,17,97.72,7.4,0.47,89.13,2.28,0,0.72
35031946000,Mckinley,Other,0.5,6,437,"5,708",0.07655922,5295,282,7,4152,765,5,84,85.55,5.33,0.13,78.41,14.45,0.09,1.58
35031973100,McKinley,,0.13,3,12,"1,049",0.01143947,970,468,0,369,101,0,32,89.59,48.25,0,38.04,10.41,0,3.3
35033955200,Mora/Guadalupe/San Miguel East,,0.19,3,18,"4,505",0.00399556,4563,712,1,0,3701,0,149,18.89,15.6,0.02,0,81.11,0,3.27
35035000100,Otero,Alamogordo S.W.,0.44,6,19,"1,682",0.01129608,1870,614,101,26,1082,6,41,42.14,32.83,5.4,1.39,57.86,0.32,2.19
35035000200,Otero,Alamogordo S.W.,0.33,5,17,"2,004",0.00848303,1946,875,98,11,884,8,70,54.57,44.96,5.04,0.57,45.43,0.41,3.6
35035000303,Otero,Alamogordo N.E.,0.23,4,38,"2,471",0.01537839,2381,1319,97,40,812,14,99,65.9,55.4,4.07,1.68,34.1,0.59,4.16
35035000304,Otero,Alamogordo N.E.,0.08,2,36,"3,466",0.01038661,3508,2257,138,0,955,49,109,72.78,64.34,3.93,0,27.22,1.4,3.11
35035000305,Otero,Alamogordo N.E.,0.16,3,39,"3,895",0.01001284,4212,2062,337,42,1735,27,9,58.81,48.96,8,1,41.19,0.64,0.21
35035000306,Otero,Alamogordo N.E.,0.09,2,45,"3,329",0.01351757,3357,1865,193,24,1018,45,212,69.68,55.56,5.75,0.71,30.32,1.34,6.32
35035000401,Otero,Alamogordo N.E.,0.14,3,48,"5,135",0.00934761,3911,2712,84,3,1030,26,56,73.66,69.34,2.15,0.08,26.34,0.66,1.44
35035000402,Otero,Alamogordo S.W,0.1,3,53,"7,325",0.0072355,7373,4779,404,168,1446,308,268,80.39,64.82,5.48,2.28,19.61,4.18,3.63
35035000500,Otero,Alamogordo S.W.,0.23,4,51,"5,265",0.00968661,5037,2453,23,78,2434,37,12,51.68,48.7,0.46,1.55,48.32,0.73,0.24
35035000601,Military Bases,,0.11,3,19,"3,678",0.00516585,4046,2660,441,3,569,73,300,85.94,65.74,10.9,0.07,14.06,1.8,7.42
35035000602,Otero,,0.15,3,8,"2,223",0.00359874,2866,1907,68,60,666,93,72,76.76,66.54,2.37,2.09,23.24,3.24,2.51
35035000603,Otero,,0.17,3,16,"2,735",0.00585009,2426,1800,0,73,487,0,66,79.93,74.2,0,3.01,20.07,0,2.72
35035000700,Otero,,0.11,3,69,"6,182",0.01116144,5514,3104,41,42,2200,127,0,60.1,56.29,0.74,0.76,39.9,2.3,0
35035000901,Otero,,0.15,3,19,"3,186",0.00596359,2673,2225,4,86,279,0,79,89.56,83.24,0.15,3.22,10.44,0,2.96
35035000902,Otero,N/A,0.47,6,1734,"10,442",0.16606014,10895,1634,107,49,9074,10,21,16.71,15,0.98,0.45,83.29,0.09,0.19
35035940000,Otero,Other,0.32,5,255,"3,867",0.06594259,3730,121,1,3280,328,0,0,91.21,3.24,0.03,87.94,8.79,0,0
35037958601,Quay/DeBaca/Harding,,0.27,4,54,"2,903",0.01860145,2955,1083,109,12,1723,28,0,41.69,36.65,3.69,0.41,58.31,0.95,0
35037958602,Quay/DeBaca/Harding,,0.27,4,46,"2,716",0.01693667,2880,1251,13,61,1458,18,79,49.38,43.44,0.45,2.12,50.62,0.62,2.74
35037958900,Quay/DeBaca/Harding,,0.11,3,47,"2,749",0.01709713,2538,1845,0,41,600,17,35,76.36,72.7,0,1.62,23.64,0.67,1.38
35039000100,Rio Arriba,Espanola and Pueblos,0.27,4,15,"3,216",0.00466418,3037,171,0,19,2717,1,129,10.54,5.63,0,0.63,89.46,0.03,4.25
35039000200,Rio Arriba,Espanola and Pueblos,0.37,5,57,"3,627",0.01571547,3664,279,11,68,3282,20,4,10.43,7.61,0.3,1.86,89.57,0.55,0.11
35039000300,Rio Arriba,Espanola and Pueblos,0.22,4,46,"6,771",0.00679368,5834,576,51,0,5204,0,3,10.8,9.87,0.87,0,89.2,0,0.05
35039000400,Rio Arriba,North,0.22,4,34,"4,615",0.00736728,4159,586,0,85,3488,0,0,16.13,14.09,0,2.04,83.87,0,0
35039000500,Rio Arriba,North,0.26,4,28,"3,518",0.00795907,3662,882,3,142,2561,52,22,30.07,24.09,0.08,3.88,69.93,1.42,0.6
35039940700,Rio Arriba,Espanola and Pueblos,0.31,5,46,"3,343",0.0137601,3510,562,30,72,2748,60,38,21.71,16.01,0.85,2.05,78.29,1.71,1.09
